ID	Category	Language	Genre	Genre2	Pubdate	Author_Last	Author_First	Work_Title	Translation	PubHouse	Prize	WinnerShortlist	Author_Gender	Author_Nationality
2006_Sparks,Nicholas_DearJohn_BS.txt	FIC	English	BS		2006	Nicholas	Sparks	DearJohn					M	US
2006_Wagner,Bruce_TheChrysanthemumPalace_PW.txt	FIC	English	PW		2006	Wagner	Bruce	TheChrysanthemumPalace		Simon&Schuster	PEN/FaulknerAwardforFiction	Shortlist	M	US
2006_Walter,Jess_TheZero_PW.txt	FIC	English	PW		2006	Walter	Jess	TheZero		HarperCollins	TheNationalBookAwards	Shortlist	M	US
2007_Beah,Ishmael_ALongWayGone_NF.txt	NON	English	MIX		2007	Beah	Ishmael	AlongWayGone					M	
2007_Chariandy,David_Soucouyant_PW.txt	FIC	English	PW		2007	Chariandy	David	Soucouyant		ArsenalPulpPress	GovernorGeneralLiteraryAwardforfiction	Shortlist	M	Canada
2007_DAmbrosio,Charles_TheDeadFishMuseum_PW.txt	FIC	English	PW		2007	DAmbrosio	Charles	TheDeadFishMuseum		AlfredA.Knopf	PEN/FaulknerAwardforFiction	Shortlist	M	US
2007_Dean,JohnW_BrokenGovernment_NF.txt	NON	English	MIX		2007	Dean	JohnW	BrokenGovernment					M	
2007_Diaz,Junot_TheBriefWondrousLifeofOscarWao_BS.txt	FIC	English	BS		2007	Junot	Diaz	TheBriefWondrousLifeofOscarWao					M	DominicanRepublic
2007_Ferris,Joshua_ThenWeCame_PW.txt	FIC	English	PW		2007	Ferris	Joshua	ThenWeCame		Little,Brown	TheNationalBookAwards	Shortlist	M	US
2007_Follett,Ken_WorldWithoutEnd_BS.txt	FIC	English	BS		2007	Ken	Follett	WorldWithoutEnd					M	Wales
2007_Gdula,Steven_WarmestRoomintheHouse_NF.txt	NON	English	MIX		2007	Gdula	Steven	WarmestRoomintheHouse					M	
2007_Hamid,Mohsin_ReluctantFund_PW.txt	FIC	English	PW		2007	Hamid	Mohsin	ReluctantFund		HamishHamilton	TheManBookerPrize	Shortlist	M	Pakistan/UK
2007_Hosseini,Khaled_AThousandSplendid_BS.txt	FIC	English	BS		2007	Khaled	Hosseini	AThousandSplendid					M	Afghanistan/US
2007_Johnson,Denis_TreeofSmoke_PW.txt	FIC	English	PW		2007	Johnson	Denis	TreeofSmoke		Farrar,Straus&Giroux	TheNationalBookAwards	Winner	M	US
2007_Jones,EdwardP_AuntHagar_PW.txt	FIC	English	PW		2007	Jones	EdwardP	AuntHagar		Amistad	PEN/FaulknerAwardforFiction	Shortlist	M	US
2007_Jones,Lloyd_MisterPip_PW.txt	FIC	English	PW		2007	Jones	Lloyd	MisterPip		JohnMurray	TheManBookerPrize	Shortlist	M	NewZealand
2007_Larsson,Stieg_TheGirlWhoKickedThe_Hornet'sNest_BS.txt	FIC	English	BS		2007	Stieg	Larsson	TheGirlWhoKickedTheHornet'sNest	Swedish				M	Sweden
2007_LeBor,Adam_CityofOranges_NF.txt	NON	English	MIX		2007	LeBor	Adam	CityofOranges					M	
2007_Mcewan,Ian_ChesilBeach_PW.txt	FIC	English	PW		2007	Mcewan	Ian	ChesilBeach		Cape	TheManBookerPrize	Shortlist	M	UK
2007_Ondaatje,Michael_Divisadero_PW.txt	FIC	English	PW		2007	Ondaatje	Michael	Divisadero		McClelland&Stewart	ScotiabankGillerPrize	Shortlist	M	Canada
2007_Ross,Alex_TheRestisNoise_NF.txt	NON	English	MIX		2007	Ross	Alex	TheRestisNoise					M	
2007_Roth,Philip_Everyman_PW.txt	FIC	English	PW		2007	Roth	Philip	Everyman		HoughtonMifflinandCo.	PEN/FaulknerAwardforFiction	Winner	M	US
2007_Shepard,Jim_LikeYoudUnderstand_PW.txt	FIC	English	PW		2007	Shepard	Jim	LikeYoudUnderstand		AlfredA.Knopf	TheNationalBookAwards	Shortlist	M	US
2007_Vassanji,MG_AssassinsSong_PW.txt	FIC	English	PW		2007	Vassanji	MG	AssassinsSong		Doubleday	ScotiabankGillerPrize	Shortlist	M	Canada
2007_Young,WilliamP._TheShack_BS.txt	FIC	English	BS		2007	WilliamP.	Young	TheShack					M	Canada
2008_Adiga,Aravind_TheWhiteTiger_PW.txt	FIC	English	PW		2008	Adiga	Aravind	TheWhiteTiger		Atlantic	TheManBookerPrize	Winner	M	India/Australia
2008_Akpan,Uwem_SayYoureOne_BS.txt	FIC	English	BS		2008	Uwem	Akpan	SayYoureOne					M	Nigeria
2008_Baker,Stephen_TheNumerati_NF.txt	NON	English	MIX		2008	Baker	Stephen	TheNumerati					M	
2008_Barry,Sebastian_SecretScripture_PW.txt	FIC	English	PW		2008	Barry	Sebastian	SecretScripture		Faber&Faber	TheManBookerPrize	Shortlist	M	Ireland
2008_Beck,Glenn_ChristmasSweater_BS.txt	FIC	English	BS		2008	Glenn	Beck	ChristmasSweater					M	US
2008_Benioff,David_CityofThieves_BS.txt	FIC	English	BS		2008	David	Benioff	CityofThieves					M	US
2008_Blount,Roy_AlphabetJuice_NF.txt	NON	English	MIX		2008	Blount	Roy	AlphabetJuice					M	
2008_Boyden,Joseph_ThroughBlackSpruce_PW.txt	FIC	English	PW		2008	Boyden	Joseph	ThroughBlackSpruce		Viking	ScotiabankGillerPrize	Winner	M	Canada
2008_Breslin,Jimmy_TheGoodRat_NF.txt	NON	English	MIX		2008	Breslin	Jimmy	TheGoodRat					M	
2008_Cleave,Chris_LittleBee_BS.txt	FIC	English	BS		2008	Chris	Cleave	LittleBee					M	UK
2008_DeSa,Anthony_BarnacleLove_PW.txt	FIC	English	PW		2008	DeSa	Anthony	BarnacleLove		Doubleday	ScotiabankGillerPrize	Shortlist	M	Canada
2008_Ghosh,Amitav_SeaOfPoppies_PW.txt	FIC	English	PW		2008	Ghosh	Amitav	SeaOfPoppies		JohnMurray	TheManBookerPrize	Shortlist	M	India/US
2008_Gilmour,David_TheFilmClub_NF.txt	NON	English	MIX		2008	Gilmour	David	TheFilmClub					M	
2008_Grisham,John_TheAppeal_BS.txt	FIC	English	BS		2008	John	Grisham	TheAppeal					M	US
2008_Hage,Rawi_Cockroach_PW.txt	FIC	English	PW		2008	Hage	Rawi	Cockroach		HouseofAnansiPress	GovernorGeneralLiteraryAwardforfiction	Shortlist	M	Canada
2008_Hemming,John_StoryoftheAmazon_NF.txt	NON	English	MIX		2008	Hemming	John	StoryoftheAmazon					M	
2008_Hemon,Aleksandar_TheLazarusProject_PW.txt	FIC	English	PW		2008	Hemon	Aleksandar	TheLazarusProject		RiverheadBooks	TheNationalBookAwards	Shortlist	M	US
2008_Hensher,Philip_NorthernClemency_PW.txt	FIC	English	PW		2008	Hensher	Philip	NorthernClemency		FourthEstate	TheManBookerPrize	Shortlist	M	UK
2008_Kimmel,Michael_Guyland_NF.txt	NON	English	MIX		2008	Kimmel	Michael	Guyland					M	
2008_Leavitt,David_TheIndianClerk_PW.txt	FIC	English	PW		2008	Leavitt	David	TheIndianClerk		Bloomsbury	PEN/FaulknerAwardforFiction	Shortlist	M	US
2008_Lowenstein,Roger_WhileAmericaAged_NF.txt	NON	English	MIX		2008	Lowenstein	Roger	WhileAmericaAged					M	
2008_Matthiessen,Peter_ShadowCountry_PW.txt	FIC	English	PW		2008	Matthiessen	Peter	ShadowCountry		ModernLibrary	TheNationalBookAwards	Winner	M	US
2008_Patterson,James_CrossCountry_BS.txt	FIC	English	BS		2008	James	Patterson	CrossCountry					M	US
2008_Patterson,James_SundaysatTiffanys_BS.txt	FIC	English	BS		2008	James	Patterson	SundaysatTiffanys					M	US
2008_Rash,Ron_ChemistryandOtherStories_PW.txt	FIC	English	PW		2008	Rash	Ron	ChemistryandOtherStories		Picador	PEN/FaulknerAwardforFiction	Shortlist	M	US
2008_Ricci,Nino_OriginofSpecies_PW.txt	FIC	English	PW		2008	Ricci	Nino	OriginofSpecies		Doubleday	GovernorGeneralLiteraryAwardforfiction	Winner	M	Canada
2008_Richards,DavidAdam_TheLostHighway_PW.txt	FIC	English	PW		2008	Richards	DavidAdam	TheLostHighway		Doubleday	GovernorGeneralLiteraryAwardforfiction	Shortlist	M	Canada
2008_Scibona,Salvatore_TheEnd_PW.txt	FIC	English	PW		2008	Scibona	Salvatore	TheEnd		RiverheadBooks	TheNationalBookAwards	Shortlist	M	US
2008_Shea,Ammon_ReadingtheOED_NF.txt	NON	English	MIX		2008	Shea	Ammon	ReadingtheOED					M	
2008_Sparks,Nicholas_TheLuckyOne_BS.txt	FIC	English	BS		2008	Nicholas	Sparks	TheLuckyOne					M	US
2008_Stein,Garth_TheArtofRacingintheRain_BS.txt	FIC	English	BS		2008	Garth	Stein	TheArtofRacingintheRain					M	US
2008_Stenson,Fred_GreatKaroo_PW.txt	FIC	English	PW		2008	Stenson	Fred	GreatKaroo		Doubleday	GovernorGeneralLiteraryAwardforfiction	Shortlist	M	Canada
2008_Toltz,Steve_AFractionoftheWhole_PW.txt	FIC	English	PW		2008	Toltz	Steve	AFractionoftheWhole		HamishHamilton	TheManBookerPrize	Shortlist	M	Australia
2008_Wroblewski,David_TheStoryofEdgarSawtelle_BS.txt	FIC	English	BS		2008	David	Wroblewski	TheStoryofEdgarSawtelle					M	US
2009_Anderson,Chris_Free-TheFuture_NF.txt	NON	English	MIX		2009	Anderson	Chris	FreeTheFuture					M	
2009_Bamford,James_ShadowFactory_NF.txt	NON	English	MIX		2009	Bamford	James	ShadowFactory					M	
2009_Brown,Dan_TheLostSymbol_BS.txt	FIC	English	BS		2009	Dan	Brown	TheLostSymbol					M	US
2009_Coetzee,JM_Summertime_PW.txt	FIC	English	PW		2009	Coetzee	JM	Summertime		HarvillSecker	TheManBookerPrize	Shortlist	M	SouthAfrica/Australia
2009_Conroy,Pat_SouthofBroad_BS.txt	FIC	English	BS		2009	Pat	Conroy	SouthofBroad					M	US
2009_Coughlin,Con_KhomeinisGhost_NF.txt	NON	English	MIX		2009	Coughlin	Con	KhomeinisGhost					M	
2009_Crummey,Michael_Galore_PW.txt	FIC	English	PW		2009	Crummey	Michael	Galore		Doubleday	GovernorGeneralLiteraryAwardforfiction	Shortlist	M	Canada
2009_Edsel,RobertM_TheMonumentsMen_HIST.txt	NON	English	HIST		2009	Edsel	RobertM	TheMonumentsMen					M	US
2009_Ellis,Richard_OnThinIce_NF.txt	NON	English	MIX		2009	Ellis	Richard	OnThinIce					M	
2009_Foulds,Adam_TheQuickeningMaze_PW.txt	FIC	English	PW		2009	Foulds	Adam	TheQuickeningMaze		Cape	TheManBookerPrize	Shortlist	M	UK
2009_Goolrick,Robert_AReliableWife_BS.txt	FIC	English	BS		2009	Robert	Goolrick	AReliableWife					M	US
2009_Grahame-Smith,Seth_PrideandPrejudiceandZombies_BS.txt	FIC	English	BS		2009	Seth	Grahame-Smith	PrideandPrejudiceandZombies					M	US
2009_Grisham,John_TheAssociate_BS.txt	FIC	English	BS		2009	John	Grisham	TheAssociate					M	US
2009_Hiaasen,Carl_Scat_MG.txt	FIC	English	MID		2009	Hiaasen	Carl	Scat					M	
2009_Jones,Michael_TheRetreat_HIST.txt	NON	English	HIST		2009	Jones	Michael	TheRetreat					M	UK
2009_King,Stephen_UndertheDome_BS.txt	FIC	English	BS		2009	Stephen	King	UndertheDome					M	US
2009_Kinney,Jeff_DogDays_MG.txt	FIC	English	MID		2009	Kinney	Jeff	DogDays					M	
2009_Korda,Michael_WithWingsLikeEagles_HIST.txt	NON	English	HIST		2009	Korda	Michael	WithWingsLikeEagles					M	UK
2009_Kot,Greg_HowtheWiredGeneration_NF.txt	NON	English	MIX		2009	Kot	Greg	HowtheWiredGeneration					M	
2009_Krakauer,Jon_WhereMenWinGlory_NF.txt	NON	English	MIX		2009	Krakauer	Jon	WhereMenWinGlory					M	
2009_Macintyre,Linden_BishopsMan_PW.txt	FIC	English	PW		2009	Macintyre	Linden	BishopsMan		RandomHouse	ScotiabankGillerPrize	Winner	M	Canada
2009_Mawer,Simon_GlassRoom_PW.txt	FIC	English	PW		2009	Mawer	Simon	GlassRoom		Little,Brown	TheManBookerPrize	Shortlist	M	UK
2009_McAdam,Colin_Fall_PW.txt	FIC	English	PW		2009	McAdam	Colin	Fall		HamishHamilton	ScotiabankGillerPrize	Shortlist	M	Canada
2009_McCann,Colum_LetTheGreatWorldSpin_PW.txt	FIC	English	PW		2009	McCann	Colum	LetTheGreatWorldSpin		RandomHouse	TheNationalBookAwards	Winner	M	Ireland
2009_McManus,James_CowboysFull_NF.txt	NON	English	MIX		2009	McManus	James	CowboysFull					M	
2009_Mueenuddin,Daniyal_InOtherRoomsOtherWonders_PW.txt	FIC	English	PW		2009	Mueenuddin	Daniyal	InOtherRoomsOtherWonders		W.W.Norton&Co.	TheNationalBookAwards	Shortlist	M	US
2009_Nicholls,David_OneDay_BS.txt	FIC	English	BS		2009	David	Nicholls	OneDay					M	UK
2009_Niven,Larry_EscapeFromHell_SF.txt	FIC	English	SF		2009	Niven	Larry	EscapeFromHell					M	US
2009_ONeill,Joseph_Netherland_PW.txt	FIC	English	PW		2009	ONeill	Joseph	Netherland		Harper	PEN/FaulknerAwardforFiction	Winner	M	Ireland
2009_Patterson,James_8thConfession_BS.txt	FIC	English	BS		2009	James	Patterson	8thConfession					M	US
2009_Patterson,James_RunForYourLife_BS.txt	FIC	English	BS		2009	James	Patterson	RunForYourLife					M	US
2009_Patterson,James_SwimSuit_BS.txt	FIC	English	BS		2009	James	Patterson	SwimSuit					M	US
2009_Price,Richard_LushLife_PW.txt	FIC	English	PW		2009	Price	Richard	LushLife		Farrar,Straus&Giroux	PEN/FaulknerAwardforFiction	Shortlist	M	US
2009_Rapport,Mike_1848_NF.txt	NON	English	MIX		2009	Rapport	Mike	1848					M	
2009_Rash,Ron_Serena_PW.txt	FIC	English	PW		2009	Rash	Ron	Serena		Ecco	PEN/FaulknerAwardforFiction	Shortlist	M	US
2009_Sparks,Nicholas_TheLastSong_BS.txt	FIC	English	BS		2009	Nicholas	Sparks	TheLastSong					M	US
2009_Tyler,Patrick_WorldofTrouble_NF.txt	NON	English	MIX		2009	Tyler	Patrick	WorldofTrouble					M	
2009_Verghese,Abraham_CuttingforStone_BS.txt	FIC	English	BS		2009	Abraham	Verghese	CuttingforStone					M	Ethiopia/US
2010_Alexie,Sherman_WarDances_PW.txt	FIC	English	PW		2010	Alexie	Sherman	WarDances		Grove	PEN/FaulknerAwardforFiction	Winner	M	US
2010_Armstrong,Ken_Perry,Nick_ScoreboardBaby_NF.txt	NON	English	MIX		2010	Armstrong	Ken	ScoreboardBaby					M	
2010_Asbridge,Thomas_TheCrusades_HIST.txt	NON	English	HIST		2010	Asbridge	Thomas	TheCrusades					M	UK
2010_Bacigalupi,Paolo_ShipBreaker_SF.txt	FIC	English	SF	YA	2010	Bacigalupi	Paolo	ShipBreaker					M	US
2010_Barnes,John_Directive51_SF.txt	FIC	English	SF		2010	Barnes	John	Directive51					M	US
2010_Bear,Greg_HullZeroThree_SF.txt	FIC	English	SF		2010	Bear	Greg	HullZeroThree					M	US
2010_Bergen,David_TheMatterwithMorris_PW.txt	FIC	English	PW		2010	Bergen	David	TheMatterwithMorris		HarperCollins	ScotiabankGillerPrize	Shortlist	M	Canada
2010_BluBuhs,Joshua_BigFoot_NF.txt	NON	English	MIX		2010	BluBuhs	Joshua	BigFoot					M	
2010_Burke,JamesLee_TheGlassRainbow_MY.txt	FIC	English	MY		2010	Burke	JamesLee	TheGlassRainbow					M	US
2010_Carey,Peter_ParrotandOlivier_PW.txt	FIC	English	PW		2010	Carey	Peter	ParrotandOlivier		Faber&Faber	TheManBookerPrize	Shortlist	M	Australia/US
2010_Clancy,Tom_DeadorAlive_BS.txt	FIC	English	BS		2010	Tom	Clancy	DeadorAlive					M	US
2010_Connolly,John_TheWhisperers_MY.txt	FIC	English	MY		2010	Connolly	John	TheWhisperers					M	Ireland
2010_Corbett,Christopher_ThePokerBride_NF.txt	NON	English	MIX		2010	Corbett	Christopher	ThePokerBride					M	
2010_Cronin,Justin_ThePassage_SF.txt	FIC	English	SF		2010	Cronin	Justin	ThePassage					M	US
2010_DiTerlizzi,Tony_TheSearchforWondLa_MG.txt	FIC	English	MID		2010	DiTerlizzi	Tony	TheSearchforWondLa					M	
2010_Dugoni,Robert_BodilyHarm_MY.txt	FIC	English	MY		2010	Dugoni	Robert	BodilyHarm					M	US
2010_Franzen,Jonathan_Freedom_BS.txt	FIC	English	BS		2010	Jonathan	Franzen	Freedom					M	US
2010_Galgut,Damon_InaStrangeRoom_PW.txt	FIC	English	PW		2010	Galgut	Damon	InaStrangeRoom		Atlantic	TheManBookerPrize	Shortlist	M	SouthAfrica
2010_Gamble,Bruce_FortressRabaul_HIST.txt	NON	English	HIST		2010	Gamble	Bruce	FortressRabaul					M	US
2010_Gidwitz,Adam_ATaleDarkandGrimm_MG.txt	FIC	English	MID		2010	Gidwitz	Adam	AtaleDarkAndGrimm					M	
2010_Gonzales,Laurence_Lucy_SF.txt	FIC	English	SF		2010	Gonzales	Laurence	Lucy					M	US
2010_Grahame-Smith,Seth_AbrahamLincoln-VampireHunter_BS.txt	FIC	English	BS		2010	Seth	Grahame-Smith	AbrahamLincoln-VampireHunter					M	US
2010_Gwynne,SC_EmpireoftheSummerMoon_HIST.txt	NON	English	HIST		2010	Gwynne	SC	EmpireoftheSummerMoon					M	US
2010_Haldeman,Joe_Starbound_SF.txt	FIC	English	SF		2010	Haldeman	Joe	Starbound					M	US
2010_HaydenTaylor,Drew_MotorcyclesandSweetgrass_PW.txt	FIC	English	PW		2010	HaydenTaylor	Drew	MotorcyclesandSweetgrass		AlfredA.Knopf	GovernorGeneralLiteraryAwardforfiction	Shortlist	M	Canada
2010_Herlihy,David_TheLostCyclist_NF.txt	NON	English	MIX		2010	Herlihy	David	TheLostCyclist					M	
2010_Hyde,Lewis_CommonasAir_NF.txt	NON	English	MIX		2010	Hyde	Lewis	CommonasAir					M	
2010_Jacobson,Howard_FinklerQuestion_PW.txt	FIC	English	PW		2010	Jacobson	Howard	FinklerQuestion		Bloomsbury	TheManBookerPrize	Winner	M	UK
2010_Kinney,Jeff_TheUglyTruth_MG.txt	FIC	English	MID		2010	Kinney	Jeff	TheUglyTruth					M	
2010_Lerangis,Peter_TheVipersNest_MG.txt	FIC	English	MID		2010	Lerangis	Peter	TheVipersNest					M	
2010_Maberry,Jonathan_RotandRuin_SF.txt	FIC	English	SF		2010	Maberry	Jonathan	RotandRuin					M	US
2010_MacLeod,Alexander_LightLifting_PW.txt	FIC	English	PW		2010	MacLeod	Alexander	LightLifting		Biblioasis	ScotiabankGillerPrize	Shortlist	M	Canada
2010_Mccarthy,Tom_C_PW.txt	FIC	English	PW		2010	Mccarthy	Tom	C		Cape	TheManBookerPrize	Shortlist	M	UK
2010_Nix,Garth_LordSunday_MG.txt	FIC	English	MID		2010	Nix	Garth	LordSunday					M	
2010_Patterson,James_9thJudgment_BS.txt	FIC	English	BS		2010	James	Patterson	9thJudgment					M	US
2010_Patterson,James_CrossFire_BS.txt	FIC	English	BS		2010	James	Patterson	CrossFire					M	US
2010_Powers,William_HamletsBlackberry_NF.txt	NON	English	MIX		2010	Powers	William	HamletsBlackberry					M	
2010_Puleo,Stephen_DarkTide_HIST.txt	NON	English	HIST		2010	Puleo	Stephen	DarkTide					M	US
2010_Rajaniemi,Hannu_TheQuantumThief_SF.txt	FIC	English	SF		2010	Rajaniemi	Hannu	TheQuantumThief					M	Finland
2010_Richards,DouglasE_Wired_SF.txt	FIC	English	SF		2010	Richards	DouglasE	Wired					M	US
2010_Ridley,Matt_TheRationalOptimist_HIST.txt	NON	English	HIST		2010	Ridley	Matt	TheRationalOptimist					M	UK
2010_Ringo,John_LiveFreeorDie_SF.txt	FIC	English	SF		2010	Ringo	John	LiveFreeorDie					M	US
2010_Robotham,Michael_BleedForMe_MY.txt	FIC	English	MY		2010	Robotham	Michael	BleedForMe					M	Australia
2010_Sandford,John_StolenPrey_BS.txt	FIC	English	BS		2010	John	Sandford	StolenPrey					M	US
2010_Seife,Charles_Proofiness_NF.txt	NON	English	MIX		2010	Seife	Charles	Proofiness					M	
2010_Selecky,Sarah_CakeisForPartyStories_PW.txt	FIC	English	PW		2010	Selecky	Sarah	CakeisForPartyStories		ThomasAllen	ScotiabankGillerPrize	Shortlist	M	Canada
2010_Shteyngart,Gary_SuperSadTrueLoveStory_SF.txt	FIC	English	SF		2010	Shteyngart	Gary	SuperSadTrueLoveStory					M	US/Russia
2010_Snyder,Timothy_Bloodlands_HIST.txt	NON	English	HIST		2010	Snyder	Timothy	Bloodlands					M	US
2010_Sparks,Nicholas_SafeHaven_BS.txt	FIC	English	BS		2010	Nicholas	Sparks	SafeHaven					M	US
2010_Tufo,Mark_ZombieFallout_SF.txt	FIC	English	SF		2010	Tufo	Mark	ZombieFallout					M	US
2010_Watson,Brad_AliensinthePrimeofTheirLives_PW.txt	FIC	English	PW		2010	Watson	Brad	AliensinthePrimeofTheirLives		W.W.Norton&Co.	PEN/FaulknerAwardforFiction	Shortlist	M	US
2010_Whitehead,Colson_SagHarbor_PW.txt	FIC	English	PW		2010	Whitehead	Colson	SagHarbor		Doubleday	PEN/FaulknerAwardforFiction	Shortlist	M	US
2011_Aaronovitch,Ben_MidnightRiot_MY.txt	FIC	English	MY		2011	Aaronovitch	Ben	MidnightRiot					M	UK
2011_Baldacci,David_OneSummer_BS.txt	FIC	English	BS		2011	David	Baldacci	OneSummer					M	US
2011_Baldacci,David_TheSixthMan_BS.txt	FIC	English	BS		2011	David	Baldacci	TheSixthMan					M	US
2011_Baldacci,David_ZeroDay_BS.txt	FIC	English	BS		2011	David	Baldacci	ZeroDay					M	US
2011_Barnes,Julian_SenseofAn_PW.txt	FIC	English	PW		2011	Barnes	Julian	SenseofAn		Cape	TheManBookerPrize	Winner	M	UK
2011_Bellos,David_IsThataFishinYourEar_NF.txt	NON	English	MIX		2011	Bellos	David	IsThataFishinYourEar					M	
2011_Bezmozgis,David_TheFreeWorld_PW.txt	FIC	English	PW		2011	Bezmozgis	David	TheFreeWorld		Harpercollins	GovernorGeneralLiteraryAwardforfiction	Shortlist	M	Canada
2011_Bradely,Rusty_LionsofKandahar_HIST.txt	NON	English	HIST		2011	Bradely	Rusty	LionsofKandahar					M	US
2011_Brooks,Albert_2030_SF.txt	FIC	English	SF		2011	Brooks	Albert	2030					M	US
2011_Child,Lee_TheAffair_BS.txt	FIC	English	BS		2011	Lee	Child	TheAffair					M	UK
2011_Clancy,Tom_AgainstAllEnemies_BS.txt	FIC	English	BS		2011	Tom	Clancy	AgainstAllEnemies					M	US
2011_Clancy,Tom_LockedOn_BS.txt	FIC	English	BS		2011	Tom	Clancy	LockedOn					M	US
2011_Cline,Ernest_ReadyPlayerOne_SF.txt	FIC	English	SF	YA	2011	Cline	Ernest	ReadyPlayerOne					M	US
2011_Connelly,Michael_TheDrop_BS.txt	FIC	English	BS		2011	Michael	Connelly	TheDrop					M	US
2011_Connelly,Michael_TheFifthWitness_BS.txt	FIC	English	BS		2011	Michael	Connelly	TheFifthWitness					M	US
2011_Corey,JamesSA_LeviathanWakes_SF.txt	FIC	English	SF		2011	Corey	JamesSA	LeviathanWakes					M	US
2011_Cussler,Clive_Jungle_BS.txt	FIC	English	BS		2011	Clive	Cussler	Jungle					M	US
2011_DeWitt,Patrick_SistersBrothers_PW.txt	FIC	English	PW		2011	DeWitt	Patrick	SistersBrothers		GrantaBooks	TheManBookerPrize	Shortlist	M	Canada
2011_Endicott,Marina_LittleShadows_PW.txt	FIC	English	PW		2011	Endicott	Marina	LittleShadows		Doubleday	GovernorGeneralLiteraryAwardforfiction	Shortlist	M	Canada
2011_Eugenides,Jeffrey_MarriagePlot_BS.txt	FIC	English	BS		2011	Jeffrey	Eugenides	MarriagePlot					M	US
2011_Ferguson,Niall_Civilization_HIST.txt	NON	English	HIST		2011	Ferguson	Niall	Civilization					M	Scotland
2011_Ferling,John_Independence_HIST.txt	NON	English	HIST		2011	Ferling	John	Independence					M	US
2011_Forstchen,WilliamR_OneSecondAfter_SF.txt	FIC	English	SF		2011	Forstchen	WilliamR	OneSecondAfter					M	US
2011_Fukuyama,Francis_TheOriginsofPoliticalOrder_HIST.txt	NON	English	HIST		2011	Fukuyama	Francis	TheOriginsofPoliticalOrder					M	US
2011_Garrett,Brandon_ConvictingtheInnocent_NF.txt	NON	English	MIX		2011	Garrett	Brandon	ConvictingtheInnocent					M	
2011_GloubermanMisha_TheChairsAreWhereThePeopleGo.txt	NON	English	MIX		2011	Glouberman	Misha	TheChairsAreWherethePeopleGo					M	
2011_Graeber,David_Debt_HIST.txt	NON	English	HIST		2011	Graeber	David	Debt					M	US
2011_Grisham,John_TheLitigators_BS.txt	FIC	English	BS		2011	John	Grisham	TheLitigators					M	US
2011_Henderson,Bruce_FatalNorth_HIST.txt	NON	English	HIST		2011	Henderson	Bruce	FatalNorth					M	US
2011_Herbert,Brian_Hellhole_SF.txt	FIC	English	SF		2011	Herbert	Brian	Hellhole					M	US
2011_Hertling,William_AvogadroCorp_SF.txt	FIC	English	SF		2011	Hertling	William	AvogadroCorp					M	US
2011_Horowitz,Anthony_ScorpiaRising_MG.txt	FIC	English	MID		2011	Horowitz	Anthony	ScorpiaRising					M	
2011_Huston,Charlie_Sleepless_SF.txt	FIC	English	SF		2011	Huston	Charlie	Sleepless					M	US
2011_Kahneman,Daniel_ThinkingFastandSlow_NF.txt	NON	English	MIX		2011	Kahneman	Daniel	ThinkingFastandSlow					M	
2011_Kelman,Stephen_PigeonEnglish_PW.txt	FIC	English	PW		2011	Kelman	Stephen	PigeonEnglish		Bloomsbury	TheManBookerPrize	Shortlist	M	UK
2011_King,Stephen_112263_BS.txt	FIC	English	BS		2011	Stephen	King	112263					M	US
2011_King,Stephen_DoctorSleep_BS.txt	FIC	English	BS		2011	Stephen	King	DoctorSleep					M	US
2011_Kinney,Jeff_CabinFever_MG.txt	FIC	English	MID		2011	Kinney	Jeff	CabinFever					M	
2011_Krivak,Andrew_TheSojourn_PW.txt	FIC	English	PW		2011	Krivak	Andrew	TheSojourn		BellevueLiterary	TheNationalBookAwards	Shortlist	M	US
2011_Larson,Erik_IntheGardenofBeasts_HIST.txt	NON	English	HIST		2011	Larson	Erik	IntheGardenofBeasts					M	US
2011_Lelyveld,Joseph_GreatSoul_NF.txt	NON	English	MIX		2011	Lelyveld	Joseph	GreatSoul					M	
2011_Levine,Robert_FreeRide-HowDigitalParasites_NF.txt	NON	English	MIX		2011	Levine	Robert	FreeRide					M	
2011_Mann,CharlesC_1493UncoveringtheNewWorld_HIST.txt	NON	English	HIST		2011	Mann	CharlesC	1493UncoveringtheNewWorld					M	US
2011_Martin,George_ADancewithDragons_BS.txt	FIC	English	BS		2011	George	Martin	ADancewithDragons					M	US
2011_Mayer,AndrewP_HeartsofSmokeandStream_SF.txt	FIC	English	SF		2011	Mayer	AndrewP	HeartsofSmokeandStream					M	US
2011_McCullough,David_TheGreaterJourney_HIST.txt	NON	English	HIST		2011	McCullough	David	TheGreaterJourney					M	US
2011_McDevitt,Jack_Firebird_SF.txt	FIC	English	SF		2011	McDevitt	Jack	Firebird					M	US
2011_McIntosh,Will_SoftApocalypse_SF.txt	FIC	English	SF		2011	McIntosh	Will	SoftApocalypse					M	US
2011_Meloy,Colin_Wildwood_MG.txt	FIC	English	MID		2011	Meloy	Colin	WildWood					M	
2011_Miller,AD_Snowdrops_PW.txt	FIC	English	PW		2011	Miller	AD	Snowdrops		Atlantic	TheManBookerPrize	Shortlist	M	UK
2011_Montefiore,SimonSebag_Jerusalem_HIST.txt	NON	English	HIST		2011	Montefiore	SimonSebag	Jerusalem					M	UK
2011_Mull,Brandon_AWorldWithoutHeroes_MG.txt	FIC	English	MID		2011	Mull	Brandon	AworldWithoutHeroes					M	
